timestamp_ms_relative,frame_type,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_velocity,left_wrist_height,left_wrist_acceleration,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_velocity,right_wrist_height,right_wrist_acceleration,hand,pad_zone,hit_velocity,target
19054,non-hit,0.8050982356071472,0.7745712399482727,-0.08481456339359283,,-0.9839686525584345,,0.34031522274017334,1.0635017156600952,-0.9427157640457153,,-2.111131844776311,,,,,0
19092.099999904633,non-hit,0.7919005751609802,0.7611588835716248,-0.21175703406333923,3.3682283379442977,-0.932217618807669,,0.34408271312713623,1.057926058769226,-1.0259228944778442,2.191044379491205,-2.111469212946378,,,,,0
19128.599999904633,non-hit,0.796561598777771,0.7647507190704346,-0.21308621764183044,0.16527873246385402,-0.9636229920997846,-87.7520439857656,0.34739893674850464,1.057418942451477,-1.005698561668396,0.5616626416189794,-2.1883473101641737,-44.64059555814317,,,,0
19165.299999952316,non-hit,0.7969282865524292,0.7656469941139221,-0.17600354552268982,1.010771504528225,-1.0162638378773303,23.03795016255684,0.34776490926742554,1.0422841310501099,-0.8884581327438354,3.2210858608334836,-2.2244966467850125,72.46384784084901,,,,0
19211.799999952316,non-hit,0.7985987663269043,0.7719792723655701,-0.20701010525226593,0.6815185742323534,-1.0129548294425448,-7.0807081784058425,0.35524213314056396,1.0813274383544922,-0.9250351190567017,1.1617212760394438,-2.3437199660437007,-44.287410425678274,,,,0
19247.599999904633,non-hit,0.7990471124649048,0.7725783586502075,-0.16426436603069305,1.1941979940108385,-1.053878622041154,14.320654202830923,0.35496431589126587,1.0817748308181763,-0.9294018745422363,0.12286025073916629,-2.43621728709439,-29.018464432513564,,,,0
19281.5,non-hit,0.8056485056877136,0.7785678505897522,-0.31456655263900757,4.4414826867246155,-1.079239726356126,95.79010866013336,0.3546985387802124,1.0974756479263306,-1.0813430547714233,4.50591379413482,-2.503863481339537,129.2936144857007,,,,0
19329.199999809265,non-hit,0.8056347966194153,0.7779105305671692,-0.2802056670188904,0.7204858521415491,-1.0737480639162478,-78.00831969521956,0.35738617181777954,1.1127707958221436,-1.0483429431915283,0.7646022471272097,-2.5788194882108355,-78.4342046534119,,,,0
19362.599999904633,non-hit,0.8004091382026672,0.767645001411438,-0.2520669102668762,0.9103363307676082,-1.023372641630543,5.684146050418464,0.3592841625213623,1.106321930885315,-1.0242000818252563,0.7503378582413349,-2.5390874577102194,-0.42707751033369745,,,,0
19395.799999952316,non-hit,0.8014296293258667,0.7679904103279114,-0.26538676023483276,0.4025105296428551,-1.0092960234776305,-15.295957843234488,0.3652118742465973,1.104589581489563,-1.0398404598236084,0.5064902326695175,-2.4888827230676864,-7.344807988602097,,,,0
