timestamp_ms_relative,frame_type,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_velocity,left_wrist_height,left_wrist_acceleration,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_velocity,right_wrist_height,right_wrist_acceleration,hand,pad_zone,hit_velocity,target
0,non-hit,0.6911304593086243,1.0230889320373535,-0.7836052775382996,,-1.247331426865202,,0.3933784067630768,0.6639106273651123,-0.521015465259552,,-0.43445377624150594,,,,,0
0,non-hit,0.626136064529419,0.9452059864997864,-0.7009747624397278,0.7611117633803924,-1.0515941594365084,,0.4329903721809387,0.6655141115188599,-0.30734628438949585,1.2641994994676502,-0.44372799113678474,,,,,0
0,non-hit,0.6153119206428528,0.9343087077140808,-0.6353868246078491,2.7835694545216847,-1.024122551476979,83.57263170067101,0.4341502785682678,0.6580871939659119,-0.33743178844451904,1.2814195750609065,-0.4315185921783259,0.7115733702200773,,,,0
0,non-hit,0.6112053394317627,0.9277604818344116,-0.6440891623497009,0.5516269164196478,-1.0069209961381904,-105.77926768672673,0.4333249628543854,0.6432021260261536,-0.39875563979148865,2.990991158002117,-0.3969558515393657,81.02235026863052,,,,0
0,non-hit,0.5784862637519836,0.8855611085891724,-0.5998138189315796,3.1387294882504446,-0.8805247854712981,117.06346529388411,0.43183526396751404,0.6474291682243347,-0.33802706003189087,2.755372831712165,-0.38664971789894453,-10.661462774059203,,,,0
0,non-hit,0.5669372081756592,0.8430620431900024,-0.5279685258865356,3.7287254585951177,-0.7156010006064752,26.106016221689273,0.5114232301712036,0.7961453795433044,-0.3406785726547241,7.464352072930644,-0.6266006756736702,208.3619120093836,,,,0
0,non-hit,0.5638515949249268,0.8469292521476746,-0.5952539443969727,3.197490894977492,-0.6951658127154501,-25.176993650174936,0.4916781783103943,0.7419295907020569,-0.3625824749469757,2.9249808008823646,-0.5025149650502221,-215.13608021636279,,,,0
0,non-hit,0.5342638492584229,0.7885401248931885,-0.5528953671455383,3.6264081405732957,-0.5497302481464057,19.949639330037392,0.48952919244766235,0.7296406030654907,-0.11979427188634872,11.307372679470946,-0.4481029850083923,389.8786920273759,,,,0
0,non-hit,0.5419042706489563,0.7681655287742615,-0.5917052030563354,2.170432190603769,-0.504483270644536,-71.02321707168423,0.4791647493839264,0.7220833897590637,-0.23668459057807922,5.73619539010339,-0.42624720635178115,-271.7647458228076,,,,0
0,non-hit,0.5386143326759338,0.7545838952064514,-0.5681638717651367,1.3419906496565852,-0.4799618017159238,-40.60987926834922,0.47488752007484436,0.7199596166610718,-0.21310345828533173,1.179402899509032,-0.4215010971590605,-223.3721798672513,,,,0
0,non-hit,0.5467945337295532,0.7521430850028992,-0.5839765071868896,0.851647935573807,-0.48509393407722695,-23.23899129379247,0.4663100838661194,0.7313929200172424,-0.24184946715831757,1.52148636642445,-0.4493647493511173,16.21248665694603,,,,0
0,non-hit,0.5457167029380798,0.7429612278938293,-0.568756639957428,0.8686660990262819,-0.46416114036769646,0.8301543147548714,0.45262622833251953,0.7249162793159485,-0.24140450358390808,0.7388155055686267,-0.4332927507502238,-38.17906638321089,,,,0
0,non-hit,0.553409993648529,0.7484533786773682,-0.587533175945282,1.0204672585378929,-0.47802397489968557,7.368988274634406,0.44534245133399963,0.722986102104187,-0.3033154010772705,3.0275614290737787,-0.4341802590147016,111.10417027240645,,,,0
0,non-hit,0.5548267364501953,0.743942141532898,-0.5735856294631958,0.6979748717294589,-0.4677585836206544,-15.283999443887664,0.4372149109840393,0.7098838686943054,-0.3110356032848358,0.8172119110513453,-0.40950739263268005,-104.7559018015514,,,,0
0,non-hit,0.5568652153015137,0.7419625520706177,-0.5429483652114868,1.4049658621215646,-0.46786838429435074,32.28269348462959,0.43164220452308655,0.7091618180274963,-0.25387316942214966,2.622738289830065,-0.4115005475020827,82.44412652585547,,,,0
0,non-hit,0.5502733588218689,0.7281623482704163,-0.5400530099868774,0.7447553734664321,-0.44680123922126297,-31.589018812152055,0.42062169313430786,0.6964444518089294,-0.2637407183647156,0.9333842993118642,-0.39206484375050227,-80.83033502780253,,,,0
0,non-hit,0.5415774583816528,0.7187854647636414,-0.5033603310585022,1.8862814034700057,-0.4338824204239089,55.41388456682301,0.4175761342048645,0.6939308047294617,-0.2599799335002899,0.26471828181183976,-0.3908320323332168,-32.45951518721619,,,,0
0,non-hit,0.5390341877937317,0.7154058218002319,-0.528928279876709,1.0753296155180003,-0.42342045335607736,-33.64945191539698,0.41769999265670776,0.7091242671012878,-0.2517939805984497,0.7161331281989503,-0.4126538837554361,18.73090656321282,,,,0
0,non-hit,0.5349835157394409,0.7071048617362976,-0.5424830913543701,0.7355446658897492,-0.412635499967226,-15.236993289453254,0.4176807999610901,0.7075299620628357,-0.2568346858024597,0.23707891243856277,-0.4133659502818563,-21.482251873755203,,,,0
0,non-hit,0.5327296257019043,0.7086737751960754,-0.5353922247886658,0.2706075136620933,-0.4183087582826447,-16.545806044866882,0.4176974892616272,0.7187221646308899,-0.2192317247390747,1.3962012655182134,-0.43563190451594913,41.24990559355175,,,,0
0,non-hit,0.5325503945350647,0.7093474268913269,-0.5249356031417847,0.4966744773345978,-0.4207547255771853,10.71407415612693,0.417711079120636,0.7183302044868469,-0.2337583750486374,0.688717712309506,-0.43627117084859146,-33.530026369970614,,,,0
0,non-hit,0.5311992764472961,0.716533899307251,-0.4435824751853943,3.7641060493537335,-0.4334832491434465,150.57288317231618,0.41046833992004395,0.6906470656394958,-0.21393075585365295,1.6042876708769207,-0.3887339993256841,42.19216389656846,,,,0
0,non-hit,0.5295148491859436,0.7181455492973328,-0.4451483190059662,0.12317127833082821,-0.43551624563617947,-159.69012187006683,0.4130120873451233,0.7062991261482239,-0.1369355320930481,3.4478600372994497,-0.415059781379322,80.85843729290174,,,,0
0,non-hit,0.5266016125679016,0.7201899886131287,-0.4423961043357849,0.21322466857177394,-0.4389465967975298,4.267933206064813,0.41335225105285645,0.7065123915672302,-0.14214731752872467,0.24773587247966752,-0.41530710786322933,-151.6646530466185,,,,0
0,non-hit,0.5183014273643494,0.7170712351799011,-0.46621280908584595,1.0860546891974339,-0.43396164730536946,37.300428079846746,0.39521628618240356,0.6584705114364624,-0.2703782618045807,5.903024476824249,-0.33256678822481106,241.67899920069553,,,,0
0,non-hit,0.5191118121147156,0.7178819179534912,-0.44725531339645386,0.9174936550203568,-0.4307478492281099,-8.14304511056939,0.38766366243362427,0.6267433762550354,-0.2289760559797287,2.546125568867569,-0.27472175935232457,-162.16902899632166,,,,0
0,non-hit,0.5199650526046753,0.7202224135398865,-0.45835375785827637,0.5055375496589376,-0.43488088900924393,-18.3091602382853,0.3746584951877594,0.5926704406738281,-0.3160167336463928,4.19433571788704,-0.21616015469722413,73.25378440086538,,,,0
0,non-hit,0.520638644695282,0.7198978662490845,-0.44814881682395935,0.4715343708333489,-0.43477105162394697,-1.5669667627128976,0.3704496920108795,0.5811019539833069,-0.3070293068885803,0.7023950785934912,-0.19654388823111363,-160.91892311614458,,,,0
